address,name,account_type,entity,labels,tags
0xba826fec90cefdf6706858e5fbafcb27a290fbe0,Upbit 2,eoa,exchange,1,
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,Upbit 3,eoa,exchange,1,
0xb436c96c6de1f50a160ed307317c275424dbe4f2,Vinex,eoa,exchange,1,
0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3,WhiteBIT,eoa,exchange,1,
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,Yobit.net,eoa,exchange,1,
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,Yunbi 1,eoa,exchange,1,
0x42da8a05cb7ed9a43572b5ba1b8f82a0a6e263dc,Yunbi 2,eoa,exchange,1,
0x700f6912e5753e91ea3fae877a2374a2db1245d7,Yunbi 3,eoa,exchange,1,
0x60d0cc2ae15859f69bf74dadb8ae3bd58434976b,ZB.com,eoa,exchange,1,
0x111111125434b319222cdbf8c261674adb56f3ae,1inch Network v2,contract,dex,1,
0xdb38ae75c5f44276803345f7f02e95a0aeef5944,1inch v3: Router,contract,dex,1,
0x1111111254fb6c44bac0bed2854e76f90643097d,1inch v4: Router,contract,dex,1,
0x11111254369792b2ca5d084ab5eea397ca8fa48b,1inch.exchange,contract,dex,1,
0xd47140f6ab73f6d6b6675fb1610bb5e9b5d96fe5,1inch.exchange v2: Old Router,contract,dex,1,
0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,1inch.exchange v2: Router,contract,dex,1,
0xe8fff15bb5e14095bfdfa8bb85d83cc900c23c56,AfroDex,contract,dex,1,
0x4572f2554421bd64bef1c22c8a81840e8d496bea,AirSwap,contract,dex,1,
0xc549a5c701cb6e6cbc091007a80c089c49595468,AirSwap: Light,contract,dex,1,
0xa58f22e0766b3764376c92915ba545d583c19dbc,Alchemist Coin: MistX Router,contract,dex,1,
0xfcadf926669e7cad0e50287ea7d563020289ed2c,Alchemist Coin: MistX Router 2,contract,dex,1,
0xdc1882f350b42ac9a23508996254b1915c78b204,Allbit 1,contract,dex,1,
0xff6b1cdfd2d3e37977d7938aa06b6d89d6675e27,Allbit 2,contract,dex,1,
0x0e8ba001a821f3ce0734763d008c9d7c957f5852,AmadeusRelay,contract,dex,1,
0xc898fbee1cc94c0ff077faa5449915a506eff384,Bamboo Relay,contract,dex,1,
0x3c020e014069df790d4f4e63fd297ba4e1c8e51f,Bitcratic,contract,dex,1,
0x39fbd1140cd1fc298f00c3ea64b3591de94c67e7,BitEye 1,contract,dex,1,
0xb5adb233f28c86cef693451b67e1f2d41da97d21,Bitox.io,contract,dex,1,
0xa4dc97a565e2364cdeb4efe38c0f153bccb62b01,BTswap: Router,contract,dex,1,
0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,Curve.fi: Compound Swap,contract,dex,1,
0x52ea46506b9cc5ef470c5bf89f17dc28bb35d85c,Curve.fi: USDT Swap,contract,dex,1,
0x45f783cce6b7ff23b2ab2d70e416cdb7d6055f51,Curve.fi: y Swap,contract,dex,1,
0x49497a4d914ae91d34ce80030fe620687bf333fd,DDEX 1.0,contract,dex,1,
0xaf8ae6955d07776ab690e565ba6fbc79b8de3a5d,DeversiFi,contract,dex,1,
0x5d22045daceab03b158031ecb7d9d06fad24609b,DeversiFi 2,contract,dex,1,
0x745daa146934b27e3f0b6bff1a6e36b9b90fb131,DEX.AG: Proxy Contract,contract,dex,1,
0x000000000000541e251335090ac5b47176af4f7e,dex.blue,contract,dex,1,
0x7600977eb9effa627d6bd0da2e5be35e11566341,DEx.top,contract,dex,1,
0x268be5667d4e5bd036bd608d0601ef1441604429,DINNGO: Proxy,contract,dex,1,
0x6f400810b62df8e13fded51be75ff5393eaa841f,DXdao: Mesa,contract,dex,1,
0x58a5959a6c528c5d5e03f7b9e5102350e24005f1,ERC dEX,contract,dex,1,
0x4aea7cf559f67cedcad07e12ae6bc00f07e8cf65,EtherDelta 1,contract,dex,1,
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,EtherDelta 2,contract,dex,1,
0xa5cc679a3528956e8032df4f03756c077c1ee3f4,EtherMium,contract,dex,1,
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,IDEX,contract,dex,1,
0xa7a7899d944fe658c4b0a1803bab2f490bd3849e,IDEX 2,contract,dex,1,
0x2cc42d1cd65af27cc999e41ef93d1a763dc821f8,IDT Exchange,contract,dex,1,
0x04f062809b244e37e7fdc21d9409469c989c2342,Joyso,contract,dex,1,
0x4524baa98f9a3b9dec57caae7633936ef96bd708,LedgerDex,contract,dex,1,
0xc692453625023c6e03fec04158ea31ab4de2650a,LocalCoin Dex 1,contract,dex,1,
0x37c4bcaba4bcf3a605414236b8b108f160eb45a6,LocalCoin Dex 2,contract,dex,1,
0x8d1c1571367a148e92d6ac83494b1bdf3b497d07,LocalCoin DEX 3,contract,dex,1,
0x944644ea989ec64c2ab9ef341d383cef586a5777,LoopringDEX: Beta 1,contract,dex,1,
0x881d40237659c251811cec9c364ef91dc08d300c,Metamask: Swap Router,contract,dex,1,
0x51a2b1a38ec83b56009d5e28e6222dbb56c23c22,nDEX Market,contract,dex,1,
0x794e6e91555438afc3ccf1c5076a74f42133d08d,OasisDEX,contract,dex,1,
0xc22d5b2951db72b44cfb8089bb8cd374a3c354ea,OpenRelay,contract,dex,1,
0xd2045edc40199019e221d71c0913343f7908d0d5,Paradex,contract,dex,1,
0x1bd435f3c054b6e901b7b108a0ab7617c808677b,ParaSwap P4,contract,dex,1,
0x9509665d015bfe3c77aa5ad6ca20c8afa1d98989,ParaSwap V2,contract,dex,1,
0xf90e98f3d8dce44632e5020abf2e122e0f99dfab,ParaSwap V3,contract,dex,1,
0xf92c1ad75005e6436b4ee84e88cb23ed8a290988,ParaSwap: Old Contract 3,contract,dex,1,
0xa258b39954cef5cb142fd567a46cddb31a670124,Radar Relay,contract,dex,1,
0x1f0d1de1558582ad6f13763f477119a1455502af,Saturn Network 1,contract,dex,1,
0xaa5bbd5a177a588b9f213505ca3740b444dbd586,Saturn Network 2,contract,dex,1,
0x55890b06f0877a01bb5349d93b202961f8e27a9b,Shark Relay,contract,dex,1,
0x9a2d163ab40f88c625fd475e807bbc3556566f80,SingularX,contract,dex,1,
0x36049d479a97cde1fc6e2a5d2cae30b666ebf92b,Sorbet Finance: Limit Order,contract,dex,1,
0x0681e844593a051e2882ec897ecd5444efe19ff2,Star Bit Ex,contract,dex,1,
0x7ee7ca6e75de79e618e88bdf80d0b1db136b22d0,Switcheo Exchange V2,contract,dex,1,
0x7219612be7036d1bfa933e16ca1246008f38c5fe,The Ocean,contract,dex,1,
0xc145990e84155416144c532e31f89b840ca8c2ce,THORSwap: Router,contract,dex,1,
0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,Token.Store,contract,dex,1,
0x5e150a33ffa97a8d22f59c77ae5487b089ef62e9,TokenJar,contract,dex,1,
0x7839254cff8aafbdc2da66fe709eb8f17ce09fe5,Tokenlon: AMM Quoter,contract,dex,1,
0x904144473fde753dc0729608cfeea6f4a8b275e6,Tokenlon: AMM Wrapper,contract,dex,1,
0xdc6c91b569c98f9f6f74d90f9beff99fdaf4248b,Tokenlon: DEX 1,contract,dex,1,
0x03f34be1bf910116595db1b11e9d1b2ca5d59659,Tokenlon: DEX 2,contract,dex,1,
0x0485c25a5e8d7d0c5676d0e6d3bfc4aa597ba0b0,Tokenlon: Permanent Storage,contract,dex,1,
0x8d90113a1e286a5ab3e496fbd1853f265e5913c6,Tokenlon: PMM,contract,dex,1,
0x77208a6000691e440026bed1b178ef4661d37426,Totle: Primary,contract,dex,1,
0xe592427a0aece92de3edee1f18e0157c05861564,Uniswap V3: Router,contract,dex,1,
0xbd2a43799b83d9d0ff56b85d4c140bce3d1d1c6c,UniswapEX,contract,dex,1,
0xd97d09f3bd931a14382ac60f156c1285a56bb51b,WeDEX: Beta 2,contract,dex,1,
0x31efc4aeaa7c39e54a33fdc3c46ee2bd70ae0a09,xPollinate: Transaction Manager,contract,dex,1,
0xfe842e95f8911dcc21c943a1daa4bd641a1381c6,mStable: BUSD feeder pool,contract,defi,1,
0x4fb30c5a3ac8e85bc32785518633303c4590752d,mStable: GUSD feeder pool,contract,defi,1,
0xb61a6f928b3f069a68469ddb670f20eeeb4921e0,mStable: tBTC feeder pool,contract,defi,1,
0x4069e799da927c06b430e247b2ee16c03e8b837d,666 Mining Pool,eoa,mining,1,
0x11905bd0863ba579023f662d1935e39d0c671933,Comining 1,eoa,mining,1,
0xfa4d8c705fa8a3e781dec89d3a82cf950d15f925,DigiPools 2,eoa,mining,1,
0xd33f2f5b8286ae74eed26f0d32a93bef6e61fd24,Firebird Mining Pool 1,eoa,mining,1,
0x03e75d7dd38cce2e20ffee35ec914c57780a8e29,GPUMINE Pool 1,eoa,mining,1,
0xbcc817f057950b0df41206c5d7125e6225cae18e,Huobi Mining Pool 2,eoa,mining,1,
0x7777788200b672a42421017f65ede4fc759564c8,Krptex Mining 1,eoa,mining,1,
0x776bb566dc299c9e722773d2a04b401e831a6dc8,OKEX Mining Pool 1,eoa,mining,1,
0xcd7b9e2b957c819000b1a8107130f786636c5ccc,Pool2Mine 1,eoa,mining,1,
0x11ca5375adafd6205e41131a4409f182677996e6,SushiSwap: Boring Helper V1,contract,dex,1,
0xd766147bc5a0044a6b4f4323561b162870fcbb48,SushiSwap: Chainlink Oracle V1,contract,dex,1,
0xf73b31c07e3f8ea8f7c59ac58ed1f878708c8a76,SushiSwap: Dev Fund,contract,dex,1,
0x2cba6ab6574646badc84f0544d05059e57a5dc42,SushiSwap: Kashi Pair Medium Risk V1,contract,dex,1,
0xc2edad668740f1aa35e4d8f227fb8e17dca888cd,SushiSwap: MasterChef LP Staking Pool,contract,dex,1,
0xcbe6b83e77cdc011cc18f6f0df8444e5783ed982,SushiSwap: Merkle Distributor,contract,dex,1,
0x6cbfbb38498df0e1e7a4506593cdb02db9001564,SushiSwap: Pegged Oracle V1,contract,dex,1,
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,SushiSwap: Router,contract,dex,1,
0x66f03b0d30838a3fee971928627ea6f59b236065,SushiSwap: Simple SLP TWAP0 Oracle V1,contract,dex,1,
0x0d51b575591f8f74a2763ade75d3cdcf6789266f,SushiSwap: Simple SLP TWAP1 Oracle V1,contract,dex,1,
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SushiSwap: SUSHI Token,contract,dex,1,
0x1766733112408b95239ad1951925567cb1203084,SushiSwap: SushiSwap Swapper V1,contract,dex,1,
0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,SushiSwap: YFI,contract,dex,1,
